1,500,2,BAND,1.1086800293242416,0.23716319016590878,0.7001,0.5265666666666666
0.5,500,2,BAND,1.1094780664147432,0.20678568958418664,0.687,0.5155666666666666
0,500,4,BAND,0.5997343342149172,0.1169862262758377,0.6185333333333334,0.4575666666666667
0,500,2,BAND,1.121263740617349,0.15799569261398083,0.6478333333333334,0.49246666666666666
0.25,500,4,BAND,0.783428838477295,0.14996837468642193,0.6588,0.4697
0,500,6,BAND,0.2288355975415947,0.11095552071954078,0.6073333333333333,0.45253333333333334
0.25,500,2,BAND,1.1144873012092849,0.1859556123081989,0.6668,0.5083333333333333
0.5,500,6,BAND,0.29273971470748233,0.17197060050236768,0.6716666666666666,0.4653333333333333
1,500,4,BAND,0.8501632484111519,0.21414541126060593,0.6893,0.4902666666666667
0.5,500,4,BAND,0.792367632855184,0.1758412784283212,0.6736,0.4780333333333333
0,500,8,BAND,0.1185772552474835,0.10786043991274089,0.5968,0.44813333333333333
0.25,500,6,BAND,0.2519098578552785,0.14443395413593801,0.6503,0.4593333333333333
1,500,6,BAND,0.3328949895380611,0.21205108867377687,0.6835,0.47696666666666665
1,500,8,BAND,0.20419228546994156,0.20867772985992714,0.6787666666666666,0.4711
0,500,10,BAND,0.05108277376019014,0.10662965194010383,0.5878,0.44083333333333335
0.25,500,8,BAND,0.1483464769121549,0.14105301849996393,0.6468,0.45393333333333336
0.5,500,8,BAND,0.1911939757875869,0.1682932659325953,0.6648333333333334,0.45643333333333336
0.5,500,10,BAND,0.0656823508422807,0.16650911348263014,0.6616333333333333,0.4597333333333333
0,500,12,BAND,0.042788604958598334,0.10527795252411756,0.5803666666666667,0.44343333333333335
1,500,12,BAND,0.05241348837073058,0.20637593182830527,0.6718,0.4583
0.25,500,12,BAND,0.04645913424329389,0.13814698073786252,0.6452666666666667,0.4479666666666667
0.25,500,10,BAND,0.059293063809566234,0.1394600460662394,0.646,0.4513
0.5,500,12,BAND,0.04956421702797586,0.1652370258615084,0.6577333333333333,0.4535666666666667
1,500,10,BAND,0.06787519864291114,0.20661169188624862,0.6747,0.46476666666666666
0.25,500,14,BAND,0.031194023609949325,0.13785506730819147,0.6434333333333333,0.4465
1,500,14,BAND,0.03827661267488711,0.20579299204837628,0.6713333333333333,0.4632
0,500,16,BAND,0.02114029621137767,0.10355184904740086,0.5692,0.43966666666666665
0,500,14,BAND,0.025986441835994026,0.1049565675567254,0.5744333333333334,0.43893333333333334
0.5,500,14,BAND,0.03291283421975205,0.1648407812973473,0.6573,0.4517
0.25,500,16,BAND,0.022203269545087605,0.13610206066127048,0.6381333333333333,0.4461
0.5,500,18,BAND,0.019044267397233073,0.16246127125809007,0.6520666666666667,0.44703333333333334
0.5,500,16,BAND,0.024373606528859233,0.16278691156372727,0.6533666666666667,0.45013333333333333
1,500,16,BAND,0.028046522445645865,0.20350521439248473,0.6607,0.4565
0.25,500,20,BAND,0.015851370974839307,0.13601426075313164,0.6377,0.4433666666666667
0,500,18,BAND,0.01783431938217643,0.10333975928766527,0.5634333333333333,0.4385
0.5,500,20,BAND,0.015710022167906738,0.16275304467555748,0.6517333333333334,0.44783333333333336
1,500,18,BAND,0.021690005196069447,0.20325344530239164,0.6615,0.45586666666666664
0,500,20,BAND,0.014441014033905948,0.10336712442307476,0.5598333333333333,0.43523333333333336
0.25,500,18,BAND,0.018005041850286334,0.13588281506945174,0.6410333333333333,0.44733333333333336
1,500,20,BAND,0.018303715671835752,0.2035952324416977,0.6603666666666667,0.4564
0,500,2,LM,0.620472144010052,0.1581066160794508,0.6421,0.4965
1,500,2,LM,0.5645767968309648,0.22517000245260133,0.6679666666666667,0.5220666666666667
0.5,500,2,LM,0.5749575374354227,0.19951728701991295,0.6701333333333334,0.5110666666666667
0.25,500,2,LM,0.5919383657021612,0.18000749482982414,0.6565333333333333,0.5077333333333334
1,500,4,LM,0.14860149189140673,0.19913571381505724,0.6554333333333333,0.4814333333333333
0.5,500,4,LM,0.1485009220527068,0.16572675204824733,0.6568333333333334,0.47386666666666666
0,500,4,LM,0.17215329569658772,0.11423377296914417,0.6169333333333333,0.4536
1,500,6,LM,0.06613449259194996,0.20418470355912666,0.6565666666666666,0.4780333333333333
0.25,500,4,LM,0.1551949575888942,0.14197381489317734,0.6503333333333333,0.4643333333333333
0,500,6,LM,0.06439175233644762,0.11042827485472889,0.6089333333333333,0.44993333333333335
0.5,500,6,LM,0.06470797046007012,0.16772485759937183,0.6551666666666667,0.4625
1,500,8,LM,0.04404796274585909,0.20345632135452568,0.6562,0.4700666666666667
0,500,8,LM,0.03875448772582328,0.10757548560050713,0.5943,0.4474666666666667
0.25,500,8,LM,0.03916353144368231,0.13962255546985874,0.6476666666666666,0.4539
0,500,10,LM,0.027260973450757772,0.10604366726433737,0.5846,0.4432
0.25,500,6,LM,0.06370956291212274,0.14206079004335426,0.6451333333333333,0.45503333333333335
0.25,500,10,LM,0.028029048247059107,0.1382598750397932,0.6419666666666667,0.4556
0.5,500,8,LM,0.04039552416277159,0.1656474078091729,0.6502333333333333,0.4579
1,500,12,LM,0.027089619849647396,0.2031544228036366,0.6447,0.46376666666666666
0.5,500,10,LM,0.02940748143347761,0.16432530681813387,0.6482666666666667,0.45366666666666666
0,500,14,LM,0.017307932708513434,0.103796695132253,0.5684333333333333,0.4377333333333333
1,500,10,LM,0.03293171179722975,0.20248002197221757,0.6484666666666666,0.46323333333333333
0.5,500,14,LM,0.01933106234929108,0.16241456872924895,0.6448,0.4545
0,500,12,LM,0.021139461616446482,0.10495185290327382,0.5740333333333333,0.4459666666666667
0.5,500,12,LM,0.023415287628305748,0.16393238525590992,0.648,0.45576666666666665
0,500,18,LM,0.012851368870620106,0.10243445812028554,0.5603666666666667,0.4368
0.25,500,12,LM,0.02199716153910228,0.13746111381202947,0.6393,0.4496
0.25,500,14,LM,0.018086716071902126,0.13606597829054914,0.6372,0.4482333333333333
1,500,14,LM,0.02274815006666965,0.20171317554836826,0.6499333333333334,0.4544666666666667
1,500,16,LM,0.01955155938432636,0.2010128200722089,0.6512333333333333,0.4602
1,500,18,LM,0.01728039217874218,0.19972908344635676,0.6514666666666666,0.4573333333333333
0.25,500,16,LM,0.0154942020892892,0.13543712875663858,0.6362666666666666,0.4472333333333333
0,500,16,LM,0.014839349630668517,0.1032103518964721,0.5655666666666667,0.43983333333333335
0.5,500,16,LM,0.016564532819915292,0.16154285224092835,0.6481,0.4502
1,500,20,LM,0.015450291101822907,0.20055329061069854,0.6469666666666667,0.4517333333333333
0.25,500,20,LM,0.011774441974209094,0.13458392660184507,0.6315333333333333,0.44703333333333334
0,500,20,LM,0.01113437361896532,0.10252664837643705,0.5567666666666666,0.4308
0.5,500,20,LM,0.012768140208726669,0.16081333247791432,0.6438666666666667,0.4477
0.25,500,18,LM,0.013483591957895268,0.13438334041742167,0.631,0.44293333333333335
0.5,500,18,LM,0.014522381562450342,0.16047016498834546,0.6481666666666667,0.45053333333333334
