0.125,100,10,LM,0.022922073687463174,0.1508397986344364,0.6534545454545454,0.43672727272727274
0.5,50,10,LM,0.04021297289138459,0.14085013397805896,0.6580545454545454,0.4414727272727273
0.25,50,10,LM,0.032559703516980794,0.1438205626430522,0.6551,0.44175454545454546
1,50,10,LM,0.04251322451597727,0.1410516545126574,0.6556363636363637,0.4405363636363636
0.25,100,10,LM,0.038837334147983536,0.13875661454924243,0.6523,0.4368090909090909
0.125,50,10,LM,3.540865809918035,1.915023185788974,0.6811818181818182,0.5265181818181818
0.5,100,10,LM,0.04365530212892092,0.13802595539756102,0.6504,0.43571818181818184
1,100,10,LM,0.044891609249402095,0.13791061977393487,0.6523909090909091,0.4330272727272727
1,1000,10,LM,0.047059396605729394,0.14010130563108752,0.6420181818181818,0.4148727272727273
0.5,1000,10,LM,0.04682473114193673,0.14008183426981918,0.6421363636363636,0.413
0.125,1000,10,LM,0.04339378818683787,0.14016471424704405,0.6423,0.41452727272727274
0.25,1000,10,LM,0.04616146691637907,0.1401118870869806,0.6422636363636364,0.41358181818181816
0.125,50,10,BAND,3.5621822841365223,2.2284709842875907,0.6831,0.5363454545454546
1,50,10,BAND,0.030855741458950883,0.14414233406015206,0.6582636363636364,0.4419818181818182
0.25,100,10,BAND,0.031538659094434936,0.1379959771651429,0.6533909090909091,0.43383636363636363
1,100,10,BAND,0.035118513697887856,0.13781420617443174,0.6528909090909091,0.4343181818181818
0.25,50,10,BAND,0.025809260247949238,0.1452374166261386,0.6586636363636363,0.4431909090909091
0.5,50,10,BAND,0.029607367274617373,0.1442491088451286,0.6592090909090909,0.4427090909090909
0.5,100,10,BAND,0.03401198356776589,0.13765204722778382,0.6574181818181818,0.43484545454545454
0.125,100,10,BAND,0.028327030936190323,0.14225868585628798,0.6530272727272727,0.4379818181818182
0.25,1000,10,BAND,0.08403462877495838,0.13773077096454048,0.6451454545454546,0.4151818181818182
0.125,1000,10,BAND,0.0748920983528274,0.13777959856203237,0.6484272727272727,0.4172363636363636
1,1000,10,BAND,0.11785297233460865,0.13782820602009105,0.6456272727272727,0.4143181818181818
0.5,1000,10,BAND,0.1000444309393888,0.1378161590776401,0.6485545454545455,0.4152090909090909
