0.2,100,20,2,0.024686035847572955,0.1382102868684419,0.6497545454545455,0.4424272727272727
0.2,100,20,10,2.892697030278434,1.5729501421672851,0.6875636363636364,0.5183181818181818
0.2,100,20,9,2.3046727212582616,1.3637798140436646,0.6870727272727273,0.5088272727272727
0.2,100,20,7,1.7256496479689292,1.195844193200457,0.6843454545454546,0.5024909090909091
0.2,100,20,8,2.068810046093423,1.2930332070731283,0.6870454545454545,0.5055090909090909
0.2,100,20,6,1.4623969937134884,1.0313530418866241,0.6829,0.49416363636363636
0.2,100,20,4,0.8278884394144824,0.7628808787376311,0.6770727272727273,0.4824090909090909
0.2,100,20,5,0.9096607944721391,0.8513865390973214,0.6786,0.4853818181818182
0.2,100,20,3,0.33221634342418077,0.5172689041067661,0.6687818181818181,0.46694545454545455
0.2,1000,20,2,0.036552616922030656,0.13975316202697674,0.6437727272727273,0.4223454545454545
0.2,1000,20,10,3.298831816488263,1.5134847672839848,0.6774454545454546,0.4861
0.2,1000,20,8,2.6711652181596324,1.2946868979664325,0.6738636363636363,0.4763181818181818
0.2,1000,20,9,2.942235956600837,1.4087297086209387,0.6750818181818182,0.4792
0.2,1000,20,6,2.0571602546450563,1.0393387523857744,0.6736363636363636,0.4683090909090909
0.2,1000,20,7,2.2979560664703604,1.173338176035608,0.6714181818181818,0.4721090909090909
0.2,1000,20,5,1.6154707413423386,0.8817903507438674,0.6689545454545455,0.4637181818181818
0.2,1000,20,4,1.1443256920955953,0.7171779932331512,0.6657818181818181,0.45703636363636363
0.2,1000,20,3,0.7900673285986743,0.502413729542873,0.6610818181818182,0.45077272727272727
0.2,100,NA,2,0.008155898, NA, NA, NA
0.2,100,NA,3,0.3420088, NA, NA, NA
0.2,100,NA,4,0.9725841, NA, NA, NA
0.2,100,NA,5,1.418897, NA, NA, NA
0.2,100,NA,6,2.319851, NA, NA, NA
0.2,100,NA,7,3.119439, NA, NA, NA
0.2,100,NA,8,4.166669, NA, NA, NA
0.2,100,NA,9,4.333684, NA, NA, NA
0.2,100,NA,10,5.677316, NA, NA, NA
0.2,1000,NA,2,0.005572872, NA, NA, NA
0.2,1000,NA,3,0.4575002, NA, NA, NA
0.2,1000,NA,4,1.141871, NA, NA, NA
0.2,1000,NA,5,1.906222, NA, NA, NA
0.2,1000,NA,6,2.783017, NA, NA, NA
0.2,1000,NA,7,3.723815, NA, NA, NA
0.2,1000,NA,8,4.75673, NA, NA, NA
0.2,1000,NA,9,5.739527, NA, NA, NA
0.2,1000,NA,10,6.917028, NA, NA, NA
