200,10,0.0010000000000000009,0
300,20,0.0010000000000000009,0.0010000000000000009
300,30,0.0010000000000000009,0.0020000000000000018
1000,10,0.0010000000000000009,0.0020000000000000018
200,30,0,0.001000000000000112
300,40,0.001000000000000112,0.0020000000000000018
400,40,0.001000000000000112,0.0029999999999998916
300,10,0.001000000000000112,0
900,10,9.999999999998899e-4,0.001000000000000112
100,30,0,0.001000000000000112
600,40,0.0020000000000000018,0.0040000000000000036
400,20,9.999999999998899e-4,0.0020000000000000018
100,10,0.001000000000000112,0
1000,20,0.001000000000000112,0.0039999999999997815
600,30,9.999999999998899e-4,0.0030000000000001137
500,50,9.999999999998899e-4,0.0050000000000001155
500,20,9.999999999998899e-4,0.0020000000000000018
500,30,0.0020000000000000018,0.0030000000000001137
900,50,0.0020000000000000018,0.006999999999999895
900,20,0.0020000000000000018,0.0030000000000001137
700,40,0.0020000000000000018,0.0040000000000000036
500,40,9.999999999998899e-4,0.0030000000000001137
1000,30,0.001000000000000112,0.004999999999999893
800,40,0.0020000000000000018,0.004999999999999893
700,50,0.0020000000000000018,0.006000000000000005
500,10,9.999999999998899e-4,0.0020000000000000018
600,20,9.999999999998899e-4,0.0020000000000000018
600,10,9.999999999998899e-4,0.001000000000000112
700,30,9.999999999998899e-4,0.0040000000000000036
700,10,9.999999999998899e-4,0.0020000000000000018
1000,40,0.0020000000000000018,0.007000000000000117
800,50,0.0020000000000000018,0.007000000000000117
400,30,0.001000000000000112,0.0020000000000000018
800,30,9.999999999998899e-4,0.0040000000000000036
100,20,0,0
900,30,9.999999999998899e-4,0.0040000000000000036
400,50,0.001000000000000112,0.0029999999999998916
100,50,9.999999999998899e-4,0.001000000000000112
200,40,0,0.0020000000000000018
200,20,0,9.999999999998899e-4
300,50,9.999999999998899e-4,0.0030000000000001137
200,50,0.001000000000000112,0.0020000000000000018
400,10,0,9.999999999998899e-4
700,20,0.001000000000000112,0.0029999999999998916
1000,50,0.0029999999999998916,0.007000000000000117
800,10,0.001000000000000112,9.999999999998899e-4
100,40,0,0
600,50,0.001000000000000112,0.0040000000000000036
800,20,0.001000000000000112,0.0029999999999998916
900,40,9.999999999998899e-4,0.004999999999999893
1700,40,0.0040000000000000036,0.0129999999999999
1100,20,0.0029999999999998916,0.007000000000000117
1300,10,0.002000000000000224,0.0040000000000000036
1100,50,0.004999999999999893,0.015000000000000124
1300,50,0.004999999999999893,0.017000000000000348
1100,30,0.0029999999999998916,0.008999999999999897
1200,10,0.0019999999999997797,0.0040000000000000036
1300,30,0.0040000000000000036,0.009999999999999787
1400,20,0.0030000000000001137,0.008000000000000007
1200,40,0.0040000000000000036,0.009000000000000341
1400,50,0.006000000000000227,0.016000000000000014
1500,20,0.0030000000000001137,0.008999999999999897
1200,20,0.002000000000000224,0.004999999999999893
2700,20,0.004999999999999893,0.01100000000000012
1200,30,0.0040000000000000036,0.009999999999999787
1100,10,0.002000000000000224,0.0040000000000000036
1500,40,0.005999999999999783,0.014000000000000234
1100,40,0.0040000000000000036,0.01100000000000012
1300,40,0.0040000000000000036,0.0129999999999999
1400,10,0.002000000000000224,0.004999999999999893
1300,20,0.0040000000000000036,0.008000000000000007
1500,50,0.007000000000000117,0.020999999999999908
1700,10,0.002000000000000224,0.004999999999999893
1200,50,0.004999999999999893,0.016000000000000014
1400,40,0.004999999999999893,0.015000000000000124
1400,30,0.0040000000000000036,0.010000000000000231
1500,10,0.0030000000000001137,0.0040000000000000036
1500,30,0.0040000000000000036,0.01100000000000012
1700,50,0.005999999999999783,0.020999999999999908
1900,50,0.0040000000000000036,0.016000000000000014
1700,30,0.0040000000000000036,0.0129999999999999
1800,30,0.0030000000000001137,0.009999999999999787
1800,40,0.007000000000000117,0.018000000000000238
1600,10,0.0030000000000001137,0.004999999999999893
2100,10,0.0019999999999997797,0.0040000000000000036
1800,10,0.0030000000000001137,0.005999999999999783
1700,20,0.0019999999999997797,0.006000000000000227
1600,40,0.0040000000000000036,0.01200000000000001
1600,50,0.006000000000000227,0.017999999999999794
2300,40,0.004999999999999893,0.016999999999999904
1600,20,0.0029999999999996696,0.007000000000000117
2000,20,0.0040000000000000036,0.010000000000000231
2400,40,0.004999999999999893,0.017000000000000348
2200,30,0.006000000000000227,0.01599999999999957
2700,10,0.0030000000000001137,0.004999999999999893
1900,40,0.0040000000000000036,0.0129999999999999
1600,30,0.0030000000000001137,0.008999999999999897
2100,20,0.0030000000000001137,0.008000000000000007
2300,20,0.0030000000000001137,0.008000000000000007
2400,10,0.0019999999999997797,0.004999999999999893
1800,50,0.0040000000000000036,0.015000000000000124
2200,10,0.0019999999999997797,0.0040000000000000036
1900,30,0.0030000000000001137,0.009999999999999787
1800,20,0.0030000000000001137,0.008999999999999897
2600,40,0.0050000000000003375,0.017999999999999794
