20,SMH,37.809,89.58599684162994,477.03046310316665,2.3694357650726,12.61684950945983
20,FMH,38.122,213.66326962148804,508.05964437443714,5.604723509298779,13.327203304507558
40,SMH,40.407000000000004,36.862772060683874,167.4884808111506,0.9122867834950348,4.145036276168748
40,FMH,45.446,93.97846224223724,317.32287045322437,2.067914937337439,6.982415844149637
80,SMH,45.519000000000005,5.130107085777643,54.494624077770396,0.11270254368016966,1.1971841226250661
80,FMH,70.298,44.29449214556782,170.35094781680468,0.6300960503224533,2.4232687674870506
160,SMH,63.92099999999999,2.232688539855114,44.18669055885005,0.03492887376378834,0.6912703267916657
20,SSHMC,145.74,479.5636511214729,795.859906532451,3.290542411976622,5.460819998164203
20,FHMC,160.83900000000003,399.49350125967544,800,2.4838099046852777,4.973918017396278
160,FMH,175.574,13.880993463981975,87.12375811388357,0.07906064373985883,0.4962224367724353
40,SSHMC,216.097,356.8152142488334,777.4714234479676,1.6511807857065735,3.5977890643922295
80,SSHMC,341.283,321.3142892570811,796.627465387456,0.9414892897011603,2.3342137328476835
40,FHMC,352.522,264.7589320931279,755.9034336071873,0.7510422954968141,2.1442730768780027
160,SSHMC,660.669,285.7214464471079,786.0063124637217,0.43247291222549855,1.189712719173628
80,FHMC,1115.647,162.53157417448364,755.4328195088193,0.1456836922202844,0.6771253089093767
160,FHMC,4227.978,98.14614128046615,714.9096539073395,0.023213493845158643,0.16909020196115956
320,SMH,98.02900000000001,2.444964887011955,28.39140948567445,0.024941240724805466,0.28962255542415455
320,FMH,549.08,5.668167587801126,42.40752100271282,0.010323026859111835,0.07723377468258326
640,SMH,156.349,1.4323140587625232,16.179694958966845,0.00916100556295546,0.10348447997087827
320,SSHMC,1237.787,166.11539182313257,771.3266318959128,0.1342035356835486,0.623149727615424
640,FMH,1983.1390000000001,2.747876598693343,20.791250863537446,0.0013856197667905996,0.01048401088553926
640,SSHMC,2391.86,94.10352792503853,577.7059084865236,0.03934324246613034,0.24152998439980752
320,FHMC,18464.550000000003,33.61356533971083,771.2706077636202,0.0018204378303132665,0.0417703441331427
640,FHMC,72854.28600000001,32.53010751931785,754.978163385145,4.4650918024668925e-4,0.01036285172549965
20,FSHMC,178.081,586.0450651417133,800,3.2908904663704344,4.492337756414217
40,FSHMC,348.077,437.76076165300583,786.4507525414732,1.2576549489136193,2.2594160273200274
80,FSHMC,1030.275,128.35000664303146,606.5912503518091,0.12457839571282565,0.5887663491318426
160,FSHMC,4103.477,87.58706698585183,362.84924495673516,0.021344598004534164,0.08842482727616974
320,FSHMC,15260.320000000002,41.83769112613733,212.70028186499982,0.002741599856761675,0.013938127238812803
640,FSHMC,49405.905,13.821316561830313,111.48672175753926,2.7975029628199937e-4,0.002256546494949121
