60.0380000000005,17539.9538713081,6.43582954043253
121.052,17454.9027496082,6.31026985655529
182.362000000001,17488.7923724554,6.30925819867747
243.483,17621.1007626006,6.31167825441526
304.802,17697.0821256305,6.2768093754412
366.164000000001,17689.0400491294,6.16757823439445
427.489000000001,17720.312350052,6.28874837306945
488.710000000001,17632.5109751024,6.36032957237991
549.903,17581.617769029,6.21072486266303
611.269,17632.3168768922,6.20680057689875
672.453000000001,17658.2377108417,6.26211908765304
733.681,17485.0867907201,6.33698656383289
794.729000000001,17508.2973119157,6.31538791306814
855.526,17533.649656365,6.3028966893312
916.545,17624.6041347808,6.37965024493228
977.710000000001,17517.0497672953,6.32922974380752
1038.393,17620.720850958,6.17828551302272
1099.229,17472.5923634192,6.25948689890049
1159.898,17543.2504372699,6.35417916687062
1220.732,17522.9772997294,6.37760443577027
1281.506,17561.7870725672,6.24117902180784
1342.008,17569.0866754495,6.32050258695414
1402.81,17581.0943371992,6.32853940497456
1463.74,17563.128128187,6.26216438277205
1524.494,17570.8054526111,6.40105942972265
1585.347,17508.3227582489,6.17560235749482
1646.443,17523.1704180219,6.33331542422005
1707.318,17499.6769082252,6.2736644160194
1768.158,17544.4189874173,6.20877534020547
1829.382,17632.3620663069,6.33725734347124
1890.586,17462.3701866402,6.22774739334931
1951.756,17709.8207370448,6.13162516108174
2012.72,17517.7266228894,6.2575576520974
2073.672,17494.8654962149,6.27003662824828
2134.473,17591.6629884867,6.35721429742255
2195.463,17511.0412277861,6.36966198963537
2256.181,17514.5239652392,6.26196286513514
2317.12,17544.8432767272,6.22285303880928
2378.345,17601.156445532,6.23509028838494
2439.505,17722.5140806475,6.21578500645954
2500.349,17642.9102883053,6.35099671197047
2561.646,17623.5494564127,6.27301917409974
2622.939,17603.3092386244,6.21989433741802
2684.253,17467.6553869758,6.25948018062073
2745.38,17500.947809719,6.33175803649615
2806.441,17440.7768334146,6.20471414255573
2867.642,17737.3346937968,6.39499141590997
2928.649,17561.9302771387,6.28414814411063
2989.803,17400.7505386163,6.30182725722779
3050.811,17486.3708641263,6.22526594719998
3112.083,17551.2778630276,6.22641813053278
3173.744,17579.3605207001,6.35230638073466
3235.129,17673.4592355722,6.31794643265828
3296.558,17573.6821762336,6.24357316013227
