1967.78076807946,3309.96565577835,2090.09729381592,1816.12578958018,1509.26642787523,1276.85614237622
2037.07223294039,3269.25889347493,2070.27171423056,1933.54183158283,1582.63633286314,1248.36133013473
2027.2987208771,3243.79900386337,2173.55325711064,1957.00952078729,1549.5541366219,1261.01786912186
2122.2989916497,2897.96953156448,2006.52912588724,1967.04223564684,1396.56846417856,1155.93121568233
2162.17942171719,3334.37363297089,1969.35948780392,1832.92641512878,1480.036039266,1322.013534133
2184.40474453718,3079.30053359586,2082.67186415442,1860.22641654414,1499.12406462445,1220.95223787445
2148.7216475753,3071.31319038809,2046.72804952619,1793.68522336643,1528.69940181149,1165.74602356849
2056.96083291232,3191.84098091211,1950.81315039522,1776.78089115883,1559.86223578268,1130.78464026067
2195.86680990512,2920.95840185566,2096.08347579064,2031.09523731566,1419.15473214597,1226.04639059229
1973.8552301787,3240.37312672565,2182.18685674255,1920.3925667234,1639.94407940975,1144.93722427908
2157.29810373621,2990.67509046757,2131.67450068396,1864.14186757128,1497.85042510693,1156.26435113044
2127.73923379154,3172.73778626814,2038.45484633847,1829.88842037926,1550.86405086024,1158.18904025446
2053.21233905688,3140.22396573891,2158.30343923766,1917.74763950557,1483.16954296689,1164.19603113432
2186.75807481008,3106.40145518982,2061.05443943525,1925.36354227315,1433.15571699304,1152.76548667316
2025.42708273745,3141.0186715734,2025.51503037302,1919.86581363314,1589.74201434787,1163.86544689461
2077.60484307611,3092.28535356211,1980.6803767644,1875.957927157,1516.49354202504,1173.8884096118
2078.17412352805,3313.47151544242,2220.9016226734,1897.14343834055,1615.75878133816,1262.49995749017
2033.18193418857,3354.28749077915,2106.90264044182,2110.11253423573,1632.15258944673,1135.33448478966
2243.0800396651,3217.46713750795,2166.27195869989,1987.31070934651,1564.45840220212,1233.69606943573
2027.67926515013,3393.33753281148,2135.6057097752,1973.36431581851,1597.47871421925,1293.68788536705
2117.4740392199,3324.89630769077,2183.75694189264,2027.14267491486,1637.48273807651,1245.90157502517
2045.16337151935,3124.54225747842,2027.76701677766,1917.64915199507,1559.12794040337,1143.72569397445
1911.404089641,3113.78157359339,2140.91435152921,1866.02876195572,1594.55928246782,1143.38328421664
2125.11586069964,3204.17848075712,1978.75248676647,1909.89079929504,1562.15056366013,1156.66333235562
2054.30651165976,3212.32569478828,2119.19817895927,1867.190061331,1700.623015807,1172.4265816496
2024.88893981177,3120.97226824347,2051.07401663503,1998.39548872731,1619.87365455567,1236.29932854911
2105.33779769699,3166.29221719011,2067.52119894947,1748.809821499,1569.84722775447,1174.40113109855
2080.37174720794,3560.17004159967,1955.33775445763,1922.45856254353,1570.3722353097,1209.63015273215
2123.42641605259,3281.01805442929,2168.25360414532,1813.09492928816,1623.01203518722,1054.96042975761
2140.65509770743,3240.00003893558,2120.29203609881,1934.10224960506,1616.74806527779,1185.32942729433
2081.39538245318,3217.44162930623,2007.97393400281,1852.10008404888,1549.18610551443,1161.73563252035
2173.18881861508,3050.10137441668,2019.12101538015,1834.10387184612,1530.50962765187,1168.64303614081
2150.98304669867,3239.14437471762,2083.10124160853,1841.0856877973,1606.8196147858,1219.32685667154
2245.43654117012,3253.16246488642,1913.82558236918,1880.96558194361,1708.637643931,1077.75636895604
1906.99672798431,3180.17203274447,2048.74523789367,1854.14620975203,1553.61430420783,1200.48590242389
2115.00024935549,3327.44045838957,2294.55333968093,1972.27951695402,1656.83307681895,1242.58705440401
2201.2034459205,3091.54716763691,1992.57532416203,1873.7575464643,1626.96983109747,1096.66609416439
2137.71781377584,3017.29757468878,1985.07451910125,1929.68798177529,1421.48725592929,1142.73637328608
2046.13285029446,3182.45251950665,1900.56519497096,1773.99216414762,1611.74553931826,1189.07436699646
2013.90866283997,3016.26886720495,2076.97861759791,1822.52259439904,1514.83561394934,1152.81778270834
1960.62280187997,3313.55710532458,2225.81371505162,1773.04850256496,1668.76849562904,1176.55104433138
2039.18599776773,3342.88201911888,2082.99154529785,1738.47815829771,1508.58105172959,1255.09415594791
2117.7421812112,3265.24654233787,1975.77530915342,1937.32796948245,1583.84600766213,1196.40790753005
2345.95556727644,3143.24010323017,2045.10782701848,1906.37397011117,1518.31535279564,1159.34611300547
2184.94723610681,3081.83687741515,2114.90594613322,1714.91489924943,1386.30393235812,1207.73529854523
1943.53383267817,3240.769154357,1956.51298664493,1887.78855795518,1559.5605223696,1219.33486511716
2033.22490757346,3203.25257136052,2028.85308467179,1843.0369700405,1566.5994607518,1193.45153802637
2075.5011714963,3322.04550258701,2002.49816312469,1805.09058820404,1563.08188728413,1246.63565361284
2135.48125906516,3211.27582758304,2095.33217998902,1903.77311890874,1541.194453781,1297.05618632333
2070.23027815129,2959.23603220285,2024.36247889726,1841.8300102335,1479.78126403599,1191.01379628656
1963.98379474074,2943.07892411517,2051.46990751229,1758.24952550177,1433.43052116235,1269.92722434138
2036.58147208244,3138.39554977618,1905.33739625865,1883.48670830064,1481.11506130773,1188.42877772117
1933.01942109518,3205.50919828514,1998.46959021088,1987.43015768556,1486.62169781089,1205.77139538986
1925.5463872011,3330.38200936969,1859.28238013082,1855.16713846732,1567.67320235724,1268.68050482896
2011.23851459128,2947.87951054703,1922.01761499851,1781.70075902721,1501.76314052221,1187.31272009117
